,artist_name,track_name,release_date,genre,len,topic,age
62288,devin townsend project,fallout,2014,jazz,46,world/life,0.085714285714286
62292,chill bump,i get the job done,2014,jazz,199,obscene,0.085714285714286
62293,shaun escoffery,days like this (spinna & ticklah mix),2014,jazz,40,obscene,0.085714285714286
62296,tony bennett,it don't mean a thing (if it ain't got that swing),2014,jazz,26,music,0.085714285714286
62297,soen,tabula rasa,2014,jazz,59,world/life,0.085714285714286
62299,diana krall,california dreamin',2014,jazz,43,sadness,0.085714285714286
62300,django reinhardt,all of me,2014,jazz,24,sadness,0.085714285714286
62302,leslie odom jr.,love look away,2014,jazz,35,sadness,0.085714285714286
62303,swans,oxygen,2014,jazz,70,violence,0.085714285714286
62304,swans,just a little boy (for chester burnett),2014,jazz,50,violence,0.085714285714286
62305,toco,mané,2014,jazz,161,obscene,0.085714285714286
62308,mndsgn,exchanging,2014,jazz,14,sadness,0.085714285714286
62311,skalpel,salvadanio,2014,jazz,56,sadness,0.085714285714286
62313,william basinski,dlp 1.1,2014,jazz,152,obscene,0.085714285714286
62315,mel tormé,"top hat, white tie and tales",2014,jazz,92,violence,0.085714285714286
62318,thievery corporation,depth of my soul (feat. shana halligan),2014,jazz,73,violence,0.085714285714286
62319,leslie odom jr.,autumn leaves,2014,jazz,68,sadness,0.085714285714286
62322,mel tormé,i've got you under my skin,2014,jazz,37,violence,0.085714285714286
62325,curtis stigers,love is here to stay,2014,jazz,36,night/time,0.085714285714286
62328,bill frisell,pipeline,2014,jazz,44,night/time,0.085714285714286
62331,swans,screen shot,2014,jazz,100,violence,0.085714285714286
62332,horst jankowski and his studio orchestra,soulful strut,2014,jazz,97,obscene,0.085714285714286
62337,brian blade & the fellowship band,landmarks,2014,jazz,176,violence,0.085714285714286
62341,oscar peterson trio,triste,2014,jazz,72,sadness,0.085714285714286
62342,thank you scientist,my famed disappearing act,2014,jazz,60,feelings,0.085714285714286
62345,takuya kuroda,everybody loves the sunshine,2014,jazz,112,feelings,0.085714285714286
62347,parov stelar,the sun,2014,jazz,87,violence,0.085714285714286
62348,thievery corporation,saudade,2014,jazz,124,romantic,0.085714285714286
62349,diana krall,alone again (naturally),2014,jazz,92,sadness,0.085714285714286
62352,dean martin,from the bottom of my heart,2014,jazz,52,sadness,0.085714285714286
62353,bing crosby,let's start the new year right,2014,jazz,46,night/time,0.085714285714286
62354,nubiyan twist,figure numatic,2014,jazz,183,obscene,0.085714285714286
62355,taylor mcferrin,place in my heart,2014,jazz,108,sadness,0.085714285714286
62360,slowy,showdown,2014,jazz,77,obscene,0.085714285714286
62361,thank you scientist,blood on the radio,2014,jazz,102,world/life,0.085714285714286
62362,tony bennett,don't wait too long,2014,jazz,47,music,0.085714285714286
62367,silk rhodes,this painted world,2014,jazz,14,world/life,0.085714285714286
62368,slakah the beatchild,where's yesterday,2014,jazz,72,sadness,0.085714285714286
62370,dean martin,who's got the action?,2014,jazz,43,obscene,0.085714285714286
62372,bing crosby,home on the range,2014,jazz,74,music,0.085714285714286
62373,lionel hampton,tempo and swing,2014,jazz,127,obscene,0.085714285714286
62374,thievery corporation,firelight (feat. lou lou ghelichkhani),2014,jazz,45,sadness,0.085714285714286
62380,zero 7,simple science,2014,jazz,83,world/life,0.085714285714286
62381,silk rhodes,pains,2014,jazz,25,world/life,0.085714285714286
62382,butcher brown,sticky july,2014,jazz,167,obscene,0.085714285714286
62385,thievery corporation,no more disguise (feat. lou lou ghelichkhani),2014,jazz,37,sadness,0.085714285714286
62386,dean martin,senza fine,2014,jazz,48,world/life,0.085714285714286
62395,kalabrese,kafi lied (feat. sarah palin),2014,jazz,51,sadness,0.085714285714286
62396,james tillman,and then,2014,jazz,40,world/life,0.085714285714286
62398,zaz,champs-elysées,2014,jazz,133,obscene,0.085714285714286
62400,nujabes,"luv (sic) 12"" remix",2015,jazz,145,obscene,0.071428571428572
62406,the dear hunter,rebirth,2015,jazz,17,sadness,0.071428571428572
62411,emancipator,the key,2015,jazz,45,violence,0.071428571428572
62414,tesseract,tourniquet,2015,jazz,46,world/life,0.071428571428572
62415,leslie odom jr.,the world was wide enough,2015,jazz,52,violence,0.071428571428572
62416,native construct,mute,2015,jazz,57,world/life,0.071428571428572
62418,the dear hunter,is there anybody here?,2015,jazz,74,violence,0.071428571428572
62419,between the buried and me,famine wolf,2015,jazz,73,violence,0.071428571428572
62420,leprous,third law,2015,jazz,39,sadness,0.071428571428572
62423,mocky,whistlin,2015,jazz,140,violence,0.071428571428572
62425,between the buried and me,king redeem / queen serene,2015,jazz,162,violence,0.071428571428572
62430,the dear hunter,wait,2015,jazz,89,violence,0.071428571428572
62432,hiatus kaiyote,only time all the time: making friends with studio owl,2015,jazz,2,night/time,0.071428571428572
62433,chinese man,the journey,2015,jazz,154,obscene,0.071428571428572
62434,swingrowers,that's right!,2015,jazz,66,night/time,0.071428571428572
62435,the souljazz orchestra,kossa kossa,2015,jazz,98,violence,0.071428571428572
62438,the dear hunter,the bitter suite iv and v: the congregation and the sermon in the silt,2015,jazz,132,night/time,0.071428571428572
62440,caligula's horse,rust,2015,jazz,121,violence,0.071428571428572
62441,tesseract,seven names,2015,jazz,33,world/life,0.071428571428572
62444,11 acorn lane,time for tea,2015,jazz,103,music,0.071428571428572
62445,the dear hunter,the bitter suite vi: abandon,2015,jazz,44,sadness,0.071428571428572
62447,parov stelar,six feet underground,2015,jazz,61,violence,0.071428571428572
62449,tony bennett,all the things you are,2015,jazz,42,romantic,0.071428571428572
62450,louis armstrong,c'est si bon (it's so good),2015,jazz,26,romantic,0.071428571428572
62451,the dear hunter,ouroboros,2015,jazz,118,sadness,0.071428571428572
62457,tesseract,utopia,2015,jazz,131,violence,0.071428571428572
62458,tesseract,messenger,2015,jazz,51,violence,0.071428571428572
62461,badbadnotgood,sour soul,2015,jazz,130,violence,0.071428571428572
62463,novelists,souvenirs,2015,jazz,132,world/life,0.071428571428572
62464,native construct,the spark of the archon,2015,jazz,71,world/life,0.071428571428572
62466,nujabes,luv (sic) pt4 lastorder remix,2015,jazz,128,violence,0.071428571428572
62468,el gran combo de puerto rico,si me muero,2015,jazz,56,sadness,0.071428571428572
62469,villain park,brain cells,2015,jazz,58,obscene,0.071428571428572
62470,degiheugi,kolkata,2015,jazz,68,sadness,0.071428571428572
62471,leprous,rewind,2015,jazz,93,sadness,0.071428571428572
62473,tesseract,phoenix,2015,jazz,58,world/life,0.071428571428572
62477,the dear hunter,if all goes well,2015,jazz,100,sadness,0.071428571428572
62478,abul mogard,bound universe,2015,jazz,89,violence,0.071428571428572
62479,buena vista social club,mamí me gustó (feat. ibrahim ferrer),2015,jazz,95,sadness,0.071428571428572
62481,goldfish,heart shaped box (radio edit) [feat. julia church],2015,jazz,66,sadness,0.071428571428572
62482,the rosenberg trio,manha de carnaval,2015,jazz,73,obscene,0.071428571428572
62483,kamasi washington,leroy and lanisha,2015,jazz,12,violence,0.071428571428572
62484,between the buried and me,the ectopic stroll,2015,jazz,67,world/life,0.071428571428572
62487,emancipator,1993,2015,jazz,182,violence,0.071428571428572
62491,melody gardot,once i was loved,2015,jazz,31,world/life,0.071428571428572
62497,hiatus kaiyote,building a ladder,2015,jazz,79,violence,0.071428571428572
62499,caravan palace,human leather shoes for crocodile dandies,2015,jazz,34,night/time,0.071428571428572
62500,diana krall,if you could read my mind,2015,jazz,99,violence,0.071428571428572
62502,caligula's horse,marigold,2015,jazz,106,violence,0.071428571428572
62503,the main ingredient,summer breeze,2015,jazz,91,music,0.071428571428572
62504,buena vista social club,bodas de oro (feat. rubén gonzález & jesús ramos),2015,jazz,49,night/time,0.071428571428572
62514,stacey kent,in the wee small hours of the morning,2015,jazz,21,world/life,0.071428571428572
62519,flofilz,bassment jazz,2015,jazz,134,obscene,0.071428571428572
62522,caravan palace,midnight,2015,jazz,31,feelings,0.071428571428572
62523,kamasi washington,clair de lune,2015,jazz,25,violence,0.071428571428572
62527,pink martini,dream a little dream,2015,jazz,83,romantic,0.071428571428572
62529,caravan palace,comics,2015,jazz,37,obscene,0.071428571428572
62530,dramadigs,schehmetmoll,2015,jazz,74,violence,0.071428571428572
62531,caravan palace,aftermath,2015,jazz,4,violence,0.071428571428572
62532,caravan palace,wonderland,2015,jazz,97,obscene,0.071428571428572
62534,hiatus kaiyote,fingerprints,2015,jazz,59,sadness,0.071428571428572
62535,kamasi washington,cherokee,2015,jazz,28,sadness,0.071428571428572
62536,hiatus kaiyote,shaolin monk motherfunk,2015,jazz,91,violence,0.071428571428572
62537,caravan palace,tattoos,2015,jazz,82,violence,0.071428571428572
62538,caravan palace,lay down,2015,jazz,72,violence,0.071428571428572
62542,hiatus kaiyote,the lung,2015,jazz,111,violence,0.071428571428572
62543,badbadnotgood,ray gun,2015,jazz,108,violence,0.071428571428572
62548,native construct,come hell or high water,2015,jazz,95,violence,0.071428571428572
62549,flofilz,a lil bit of,2015,jazz,113,violence,0.071428571428572
62553,hiatus kaiyote,atari,2015,jazz,74,night/time,0.071428571428572
62557,moonchild,all the joy,2015,jazz,58,sadness,0.071428571428572
62563,badbadnotgood,mono,2015,jazz,4,violence,0.071428571428572
62564,moonchild,don't wake me,2015,jazz,64,world/life,0.071428571428572
62566,sly5thave,bitch don’t kill my vibe,2015,jazz,62,violence,0.071428571428572
62570,hidden spheres,waiting,2015,jazz,30,romantic,0.071428571428572
62572,pete josef,colour,2015,jazz,73,world/life,0.071428571428572
62573,nujabes,luv (sic.) pt3 (feat. shing02),2015,jazz,85,music,0.071428571428572
62574,tesseract,dystopia,2015,jazz,101,sadness,0.071428571428572
62577,hiatus kaiyote,swamp thing,2015,jazz,64,violence,0.071428571428572
62579,smokey joe & the kid,jailhouse blues,2015,jazz,173,violence,0.071428571428572
62582,tesseract,survival,2015,jazz,83,world/life,0.071428571428572
62583,badbadnotgood,tone's rap,2015,jazz,72,obscene,0.071428571428572
62585,hiatus kaiyote,choose your weapon,2015,jazz,14,world/life,0.071428571428572
62588,car bomb,lights out,2016,jazz,41,violence,0.057142857142857
62589,the dear hunter,the march,2016,jazz,94,violence,0.057142857142857
62590,mndsgn,use ya mnd (twentyfourseven),2016,jazz,34,night/time,0.057142857142857
62592,klischée,swing it like roger,2016,jazz,133,violence,0.057142857142857
62594,devin townsend project,truth,2016,jazz,17,world/life,0.057142857142857
62599,car bomb,gratitude,2016,jazz,69,violence,0.057142857142857
62600,bonobo,break apart,2016,jazz,67,sadness,0.057142857142857
62601,brian simpson,one and only,2016,jazz,174,obscene,0.057142857142857
62602,gramatik,native son prequel ft. leo napier (jenaux remix),2016,jazz,102,world/life,0.057142857142857
62603,the dear hunter,the revival,2016,jazz,121,sadness,0.057142857142857
62606,thank you scientist,blue automatic,2016,jazz,77,violence,0.057142857142857
62607,cafe jazz deluxe,coffee houses,2016,jazz,118,music,0.057142857142857
62608,cafe jazz deluxe,mocha jazz delight,2016,jazz,27,sadness,0.057142857142857
62609,the dear hunter,cascade,2016,jazz,99,violence,0.057142857142857
62611,madeleine peyroux,tango till they’re sore,2016,jazz,149,obscene,0.057142857142857
62612,haken,1985,2016,jazz,83,violence,0.057142857142857
62613,the dear hunter,gloria,2016,jazz,117,violence,0.057142857142857
62615,mndsgn,guess it’s all over,2016,jazz,77,violence,0.057142857142857
62616,car bomb,from the dust of this planet,2016,jazz,47,violence,0.057142857142857
62620,kandace springs,soul eyes,2016,jazz,20,violence,0.057142857142857
62623,willie bobo,dig my feeling,2016,jazz,52,sadness,0.057142857142857
62624,maple syrup,jakarta,2016,jazz,89,violence,0.057142857142857
62625,suff daddy,macrowave,2016,jazz,129,obscene,0.057142857142857
62627,cantoma,just landed,2016,jazz,198,obscene,0.057142857142857
62634,the dear hunter,the most cursed of hands / who am i,2016,jazz,105,violence,0.057142857142857
62635,louis armstrong,life is so peculiar,2016,jazz,128,world/life,0.057142857142857
62636,cafe jazz deluxe,enormous room of silver,2016,jazz,54,sadness,0.057142857142857
62638,the dear hunter,mr. usher (on his way to town),2016,jazz,81,violence,0.057142857142857
62639,don philippe,the world connects,2016,jazz,122,violence,0.057142857142857
62640,kadhja bonet,this love,2016,jazz,50,world/life,0.057142857142857
62642,melody gardot,he's a tramp,2016,jazz,30,sadness,0.057142857142857
62646,l'indécis,sunrise drive,2016,jazz,18,violence,0.057142857142857
62650,anomaly,kms (feat. atlas),2016,jazz,124,obscene,0.057142857142857
62651,meshuggah,monstrocity,2016,jazz,72,violence,0.057142857142857
62652,the dear hunter,the flame (is gone),2016,jazz,89,sadness,0.057142857142857
62653,the dear hunter,the fire (remains),2016,jazz,105,sadness,0.057142857142857
62656,lyre le temps,party raiser,2016,jazz,101,obscene,0.057142857142857
62657,haken,initiate,2016,jazz,76,world/life,0.057142857142857
62660,annella,bass me baby,2016,jazz,102,music,0.057142857142857
62661,romare,who to love?,2016,jazz,190,obscene,0.057142857142857
62663,miles davis,silence is the way,2016,jazz,28,violence,0.057142857142857
62668,cafe jazz deluxe,public syllogism,2016,jazz,68,world/life,0.057142857142857
62670,thank you scientist,the amateur arsonist's handbook,2016,jazz,107,violence,0.057142857142857
62671,the dear hunter,regress,2016,jazz,15,sadness,0.057142857142857
62673,laura fygi,like a star,2016,jazz,133,world/life,0.057142857142857
62675,thank you scientist,prologue: a faint applause...,2016,jazz,33,music,0.057142857142857
62676,madeleine peyroux,shout sister shout,2016,jazz,127,violence,0.057142857142857
62678,car bomb,secrets within,2016,jazz,86,sadness,0.057142857142857
62679,gramatik,war of the currents,2016,jazz,130,world/life,0.057142857142857
62680,gregory porter,consequence of love,2016,jazz,38,obscene,0.057142857142857
62683,the dillinger escape plan,limerent death,2016,jazz,108,world/life,0.057142857142857
62687,jordan rakei,tawo,2016,jazz,66,world/life,0.057142857142857
62688,a tribe called quest,conrad tokyo,2016,jazz,126,violence,0.057142857142857
62690,ivan ave,the circle,2016,jazz,182,obscene,0.057142857142857
62694,meshuggah,born in dissonance,2016,jazz,53,world/life,0.057142857142857
62698,thank you scientist,mr. invisible,2016,jazz,92,night/time,0.057142857142857
62699,gregory porter,holding on,2016,jazz,103,romantic,0.057142857142857
62702,bluntone,machinegun rap,2016,jazz,177,obscene,0.057142857142857
62703,pete rock,made man,2016,jazz,160,obscene,0.057142857142857
62704,people under the stairs,graffiti on a high school wall,2016,jazz,181,obscene,0.057142857142857
62710,freddie hubbard,the things we did last summer,2016,jazz,60,music,0.057142857142857
